日付,会場,レース番号,戦略,レースランク,レーススコア,見送り推奨,3択verdict,シナリオ種別,展開パターン,脅威合計,1号艇脆弱性,最大脅威艇,買い目ソース,生成点数,買い目リスト,実結果,的中,的中買い目,払戻金,投資額,回収額,収支,結果データあり
2025-09-04,丸亀,2,荒れ傾向。高配当狙いか見送り,C,35,0,両建て推奨,荒れ広め,D,24.39,38.8,4,実買い目_全,12,6-1-3|6-1-4|2-1-3|5-1-6|6-3-1|6-4-3|6-4-1|1-2-4|1-3-4|1-2-3|1-3-2|1-4-2,2-1-3,True,2-1-3,3000,1200,3000,1800,True
2025-09-04,丸亀,1,◎○△フォーメーション（15〜20点）,B,58,0,両建て推奨,逃げ軸流し,A,15.32,37.8,2,実買い目_全,10,1-2-3|1-2-4|1-3-2|1-3-4|1-5-3|1-5-2|1-5-4|5-1-6|5-6-1|6-1-3,1-5-6,False,,7020,1000,0,-1000,True
2025-10-16,蒲郡,11,◎1着固定 2-3着流し（5〜8点）,S,83,0,逃げ狙い,逃げ軸流し,A,20.39,27.8,3,実買い目_全,11,1-3-4|1-3-6|1-3-5|1-2-4|1-4-6|1-2-6|1-4-5|1-2-5|3-1-4|3-1-5|3-1-2,1-3-2,False,,740,1100,0,-1100,True
2025-10-16,蒲郡,10,◎1着固定 2-3着流し（5〜8点）,S,84,0,逃げ狙い,逃げ軸流し,A,18.4,32.7,3,実買い目_全,9,1-3-4|1-3-6|1-6-4|1-4-6|1-4-3|1-6-3|6-1-3|6-1-4|6-1-5,1-3-6,True,1-3-6,560,900,560,-340,True
2025-10-09,常滑,4,◎1着固定 2-3着流し（5〜8点）,S,85,0,逃げ狙い,逃げ軸流し,A,17.16,31.3,4,実買い目_全,9,1-2-4|1-3-4|1-4-2|1-3-2|1-4-3|1-2-3|4-1-3|4-1-2|4-1-5,3-1-4,False,,3420,900,0,-900,True
2025-10-11,浜名湖,5,◎1着固定 2-3着流し（5〜8点）,S,81,0,逃げ狙い,逃げ軸流し,A,12.59,24.6,4,実買い目_全,9,1-2-3|1-2-4|1-3-4|1-4-3|1-3-2|1-4-2|4-1-3|4-1-2|4-1-5,1-2-3,True,1-2-3,740,900,740,-160,True
2025-10-09,常滑,8,◎1着固定 2-3着流し（5〜8点）,S,84,0,逃げ狙い,逃げ軸流し,A,12.2,33.1,3,実買い目_全,10,1-3-2|1-3-6|1-2-3|1-2-6|1-5-2|1-5-3|1-5-6|3-1-4|3-1-2|3-4-6,1-4-2,False,,3410,1000,0,-1000,True
2025-10-09,常滑,7,◎○△フォーメーション（15〜20点）,B,50,0,両建て推奨,主役軸流し,B,24.42,34.7,2,実買い目_全,12,2-3-4|2-3-5|2-4-3|2-4-5|2-3-6|2-5-3|2-5-4|1-2-3|1-2-5|1-3-2|1-3-5|1-5-2,3-2-4,False,,3370,1200,0,-1200,True
2025-10-11,浜名湖,10,◎○△フォーメーション（15〜20点）,B,52,0,両建て推奨,荒れ広め,D,21.32,28.5,3,実買い目_全,12,3-4-5|6-1-2|6-2-1|2-1-4|2-1-5|3-5-4|6-1-4|3-1-5|1-3-4|3-1-4|1-3-5|3-1-2,5-4-2,False,,15150,1200,0,-1200,True
2025-12-09,若松,3,荒れ傾向。高配当狙いか見送り,C,42,0,両建て推奨,荒れ広め,D,21.23,28.5,2,実買い目_全,12,4-1-5|6-1-3|6-1-4|4-5-1|6-3-1|2-3-4|6-4-1|1-2-4|1-3-4|1-2-5|1-3-2|1-3-5,1-4-2,False,,2390,1200,0,-1200,True
2025-11-14,住之江,4,◎-○軸 3着3〜4艇流し（10〜15点）,A,75,0,逃げ狙い,主役軸流し,B,20.26,33.6,2,実買い目_全,12,4-1-5|4-1-2|4-5-1|4-2-1|4-1-3|4-2-5|4-5-2|1-3-4|1-2-4|1-3-5|1-2-5|1-4-5,1-2-5,True,1-2-5,2490,1200,2490,1290,True
2025-11-14,住之江,3,◎○△フォーメーション（15〜20点）,B,52,0,両建て推奨,逃げ軸流し,A,23.64,27.3,2,実買い目_全,9,1-2-4|1-2-3|1-3-4|1-3-2|1-4-2|1-4-3|6-1-3|2-1-3|6-1-4,2-1-4,False,,3270,900,0,-900,True
2026-02-26,平和島,6,大荒れ。見送り推奨,D,27,0,両建て推奨,荒れ広め,D,12.78,37.0,4,実買い目_全,12,6-1-2|6-1-3|6-2-1|4-1-5|5-1-2|5-2-1|6-3-1|1-3-4|1-2-4|1-3-5|1-2-5|1-4-5,3-1-4,False,,1840,1200,0,-1200,True
2026-02-26,平和島,5,大荒れ。見送り推奨,D,29,0,両建て推奨,荒れ広め,D,14.94,36.3,3,実買い目_全,12,6-1-2|3-1-4|5-1-2|5-2-1|6-1-4|5-1-6|6-2-1|1-3-4|1-3-5|1-4-3|1-4-5|1-2-3,3-6-1,False,,14450,1200,0,-1200,True
2025-12-30,津,3,◎○△フォーメーション（15〜20点）,B,50,0,両建て推奨,荒れ広め,D,18.57,39.3,2,実買い目_全,12,2-3-4|3-1-4|2-4-6|2-4-3|5-1-6|2-3-6|5-1-3|1-2-4|1-2-6|1-4-2|1-3-4|1-3-2,4-2-6,False,,7490,1200,0,-1200,True
2025-12-30,津,2,◎1着固定 2-3着流し（5〜8点）,S,82,0,逃げ狙い,逃げ軸流し,A,13.89,27.7,3,実買い目_全,9,1-2-3|1-2-5|1-3-5|1-3-2|1-5-3|1-5-2|6-1-2|6-2-1|3-1-2,1-2-5,True,1-2-5,870,900,870,-30,True
2025-09-04,丸亀,6,◎1着固定 2-3着流し（5〜8点）,S,80,0,逃げ狙い,逃げ軸流し,A,10.23,33.1,4,実買い目_全,9,1-3-4|1-4-3|1-3-2|1-2-4|1-4-2|1-2-3|6-1-3|4-1-3|5-1-6,3-1-4,False,,1280,900,0,-900,True
2025-09-04,丸亀,5,◎-○軸 3着3〜4艇流し（10〜15点）,A,70,0,逃げ狙い,逃げ軸流し,A,18.25,27.4,2,実買い目_全,10,1-2-4|1-3-4|1-2-5|1-3-5|1-4-5|1-3-2|1-4-2|2-1-5|6-1-4|2-1-4,5-4-6,False,,5120,1000,0,-1000,True
2025-09-04,丸亀,4,◎1着固定 2-3着流し（5〜8点）,S,85,0,逃げ狙い,逃げ軸流し,A,14.57,30.2,3,実買い目_全,10,1-3-5|1-3-4|1-2-3|1-2-5|1-4-3|1-4-5|1-2-4|3-1-5|3-1-2|4-1-5,1-2-5,True,1-2-5,4180,1000,4180,3180,True
2025-09-04,丸亀,3,◎1着固定 2-3着流し（5〜8点）,S,90,0,逃げ狙い,逃げ軸流し,A,12.32,27.6,3,実買い目_全,10,1-2-4|1-3-4|1-2-5|1-3-5|1-2-3|1-4-5|1-4-3|4-1-5|4-1-3|4-1-2,5-6-3,False,,11810,1000,0,-1000,True
2025-10-09,常滑,10,◎1着固定 2-3着流し（5〜8点）,S,86,0,逃げ狙い,逃げ軸流し,A,12.98,25.0,3,実買い目_全,10,1-3-2|1-3-5|1-2-3|1-2-5|1-4-3|1-4-2|1-4-5|3-1-4|3-1-2|3-1-6,1-3-2,True,1-3-2,720,1000,720,-280,True
2025-10-09,常滑,9,◎1着固定 2-3着流し（5〜8点）,S,96,0,逃げ狙い,逃げ軸流し,A,10.86,24.9,2,実買い目_全,10,1-3-2|1-2-3|1-3-6|1-2-6|1-5-2|1-5-3|1-5-6|3-1-2|3-1-4|3-1-6,1-3-2,True,1-3-2,1090,1000,1090,90,True
2025-10-11,浜名湖,7,大荒れ。見送り推奨,D,12,0,両建て推奨,主役軸流し,B,26.15,44.5,3,実買い目_全,12,3-1-5|3-1-4|3-1-6|3-4-1|3-5-1|3-4-5|3-5-4|4-1-5|1-3-4|1-3-5|1-4-5|1-5-4,5-3-4,False,,790,1200,0,-1200,True
2025-10-11,浜名湖,6,荒れ傾向。高配当狙いか見送り,C,41,0,両建て推奨,荒れ広め,D,21.95,34.7,2,実買い目_全,12,6-1-3|2-1-3|6-1-4|5-1-6|6-3-1|5-6-1|6-4-1|1-3-2|1-2-3|1-2-5|1-3-5|1-4-2,3-5-6,False,,33250,1200,0,-1200,True
2025-11-14,住之江,2,◎-○軸 3着3〜4艇流し（10〜15点）,A,70,0,逃げ狙い,逃げ軸流し,A,17.31,34.7,2,実買い目_全,10,1-3-4|1-2-4|1-3-5|1-2-5|1-3-2|1-4-5|1-4-2|2-1-4|6-1-4|2-1-5,4-5-1,False,,2980,1000,0,-1000,True
2025-11-14,住之江,1,◎-○軸 3着3〜4艇流し（10〜15点）,A,77,0,逃げ狙い,逃げ軸流し,A,15.15,26.4,2,実買い目_全,10,1-2-3|1-2-4|1-3-2|1-5-2|1-3-4|1-5-3|1-5-4|2-1-4|2-1-3|2-1-5,2-1-4,True,2-1-4,2060,1000,2060,1060,True
2025-11-13,住之江,12,◎-○軸 3着3〜4艇流し（10〜15点）,A,72,0,逃げ狙い,逃げ軸流し,A,30.21,26.1,4,実買い目_全,10,1-2-4|1-3-4|1-2-5|1-2-3|1-3-5|1-4-5|1-4-3|4-1-3|4-1-5|4-1-2,2-5-4,False,,9820,1000,0,-1000,True
2025-11-13,住之江,11,◎-○軸 3着3〜4艇流し（10〜15点）,A,76,0,逃げ狙い,荒れ広め,D,17.03,32.2,2,実買い目_全,12,4-1-5|2-3-4|4-1-6|2-4-3|4-5-1|2-3-5|5-1-6|1-3-4|1-2-4|2-1-3|1-2-3|1-3-2,2-1-3,True,2-1-3,7240,1200,7240,6040,True
2026-02-25,平和島,12,◎-○軸 3着3〜4艇流し（10〜15点）,A,68,0,逃げ狙い,逃げ軸流し,A,19.66,23.3,2,実買い目_全,10,1-2-5|1-3-5|1-2-6|1-3-2|1-3-6|1-5-2|1-5-6|2-1-5|2-1-6|2-1-3,1-2-3,False,,930,1000,0,-1000,True
2025-12-30,津,1,◎1着固定 2-3着流し（5〜8点）,S,91,0,逃げ狙い,逃げ軸流し,A,14.49,32.5,4,実買い目_全,10,1-2-4|1-2-3|1-3-4|1-3-2|1-5-4|1-5-2|1-5-3|2-1-4|2-1-5|2-1-3,1-2-4,True,1-2-4,390,1000,390,-610,True
2026-02-26,平和島,4,荒れ傾向。高配当狙いか見送り,C,40,0,両建て推奨,荒れ広め,D,15.7,37.6,2,実買い目_全,12,4-1-5|3-1-4|6-1-2|6-1-4|4-1-2|6-2-1|3-1-5|1-3-4|1-2-4|1-3-5|1-2-3|1-2-5,5-3-4,False,,3490,1200,0,-1200,True
2026-02-26,平和島,3,大荒れ。見送り推奨,D,26,0,両建て推奨,荒れ広め,D,22.48,33.6,4,実買い目_全,12,6-1-4|5-1-6|5-1-4|6-4-1|6-3-1|5-1-3|2-1-4|1-2-4|1-3-4|1-3-2|1-2-3|1-4-2,1-4-3,False,,3740,1200,0,-1200,True
2025-12-30,津,6,◎-○軸 3着3〜4艇流し（10〜15点）,A,75,0,逃げ狙い,逃げ軸流し,A,14.25,30.6,3,実買い目_全,10,1-2-3|1-2-5|1-2-4|1-5-3|1-3-5|1-5-4|1-3-4|2-1-5|6-1-5|4-1-5,5-1-2,False,,1400,1000,0,-1000,True
2025-10-16,蒲郡,7,◎-○軸 3着3〜4艇流し（10〜15点）,A,71,0,逃げ狙い,逃げ軸流し,A,17.81,30.8,3,実買い目_全,10,1-3-4|1-3-5|1-2-4|1-2-3|1-4-3|1-2-5|1-4-5|3-1-4|3-1-2|3-1-5,3-1-6,False,,2330,1000,0,-1000,True
2025-09-04,丸亀,8,◎1着固定 2-3着流し（5〜8点）,S,91,0,逃げ狙い,逃げ軸流し,A,16.81,23.4,3,実買い目_全,10,1-3-2|1-3-5|1-3-4|1-2-5|1-2-4|1-4-2|1-4-5|2-1-4|2-1-5|2-1-3,1-2-3,False,,500,1000,0,-1000,True
2025-09-04,丸亀,7,◎1着固定 2-3着流し（5〜8点）,S,89,0,逃げ狙い,逃げ軸流し,A,11.32,27.8,2,実買い目_全,10,1-3-5|1-3-4|1-2-5|1-2-3|1-2-4|1-5-3|1-5-4|3-1-5|3-1-4|3-1-6,1-5-3,True,1-5-3,920,1000,920,-80,True
2025-10-10,常滑,2,◎○△フォーメーション（15〜20点）,B,59,0,両建て推奨,荒れ広め,D,22.38,37.5,3,実買い目_全,12,4-1-5|3-1-4|4-1-6|2-3-4|4-5-1|4-5-6|3-1-5|1-2-5|1-2-6|1-3-5|1-3-2|1-3-6,5-6-2,False,,9780,1200,0,-1200,True
2025-10-10,常滑,1,◎1着固定 2-3着流し（5〜8点）,S,94,0,逃げ狙い,逃げ軸流し,A,15.0,24.4,2,実買い目_全,9,1-4-3|1-4-2|1-3-4|1-3-2|1-2-3|1-2-4|3-1-4|3-1-2|3-1-6,1-2-5,False,,1370,900,0,-900,True
2025-10-09,常滑,12,◎1着固定 2-3着流し（5〜8点）,S,100,0,逃げ狙い,逃げ軸流し,A,16.88,26.1,4,実買い目_全,10,1-2-5|1-4-5|1-2-4|1-4-2|1-3-5|1-3-4|1-3-2|2-1-5|2-1-4|2-1-3,1-4-6,False,,2940,1000,0,-1000,True
2025-10-09,常滑,11,◎1着固定 2-3着流し（5〜8点）,S,86,0,逃げ狙い,逃げ軸流し,A,21.09,29.1,3,実買い目_全,9,1-3-4|1-3-2|1-2-3|1-2-4|1-4-3|1-4-2|3-1-2|3-1-4|3-1-5,3-5-1,False,,3920,900,0,-900,True
2025-11-13,住之江,10,◎1着固定 2-3着流し（5〜8点）,S,85,0,逃げ狙い,逃げ軸流し,A,14.19,23.0,3,実買い目_全,11,1-3-4|1-3-6|1-5-4|1-5-3|1-5-6|1-2-4|1-2-3|1-2-6|4-1-3|4-1-5|4-1-6,1-5-3,True,1-5-3,2280,1100,2280,1180,True
2025-11-13,住之江,9,◎1着固定 2-3着流し（5〜8点）,S,100,0,逃げ狙い,逃げ軸流し,A,9.36,27.4,2,実買い目_全,9,1-2-4|1-4-2|1-4-3|1-3-4|1-2-3|1-3-2|5-1-4|5-1-2|5-1-3,1-2-4,True,1-2-4,790,900,790,-110,True
2025-12-09,若松,7,◎1着固定 2-3着流し（5〜8点）,S,93,0,逃げ狙い,逃げ軸流し,A,16.11,29.7,2,実買い目_全,9,1-3-4|1-2-4|1-3-2|1-4-2|1-4-3|1-2-3|2-1-4|2-1-3|5-1-6,1-6-2,False,,11590,900,0,-900,True
2025-12-09,若松,6,◎1着固定 2-3着流し（5〜8点）,S,88,0,逃げ狙い,逃げ軸流し,A,16.5,30.0,4,実買い目_全,10,1-4-6|1-3-4|1-3-6|1-2-4|1-2-6|1-4-3|1-2-3|4-1-3|4-1-2|4-1-6,1-3-6,True,1-3-6,2630,1000,2630,1630,True
2025-09-04,丸亀,11,◎1着固定 2-3着流し（5〜8点）,S,93,0,逃げ狙い,逃げ軸流し,A,15.05,31.0,4,実買い目_全,9,1-2-3|1-2-4|1-4-2|1-3-2|1-4-3|1-3-4|2-1-4|2-1-3|2-1-5,1-3-2,True,1-3-2,960,900,960,60,True
2025-09-04,丸亀,10,◎1着固定 2-3着流し（5〜8点）,S,81,0,逃げ狙い,逃げ軸流し,A,18.75,28.0,2,実買い目_全,9,1-2-3|1-3-2|1-2-4|1-3-4|1-4-3|1-4-2|3-1-2|3-1-4|3-1-5,1-2-3,True,1-2-3,400,900,400,-500,True
2025-09-04,丸亀,9,◎1着固定 2-3着流し（5〜8点）,S,98,0,逃げ狙い,逃げ軸流し,A,18.11,33.2,2,実買い目_全,10,1-2-5|1-2-3|1-3-5|1-3-2|1-4-5|1-4-3|1-4-2|2-1-5|2-1-4|2-1-3,1-4-2,True,1-4-2,1860,1000,1860,860,True
2025-10-16,蒲郡,8,◎-○軸 3着3〜4艇流し（10〜15点）,A,68,0,逃げ狙い,主役軸流し,B,18.08,32.3,3,実買い目_全,12,4-5-1|4-5-6|4-5-2|4-1-5|4-2-5|4-2-1|4-1-6|1-3-4|1-2-4|1-3-2|4-1-3|1-4-3,1-3-4,True,1-3-4,510,1200,510,-690,True
2025-12-30,津,5,◎1着固定 2-3着流し（5〜8点）,S,90,0,逃げ狙い,逃げ軸流し,A,9.2,24.3,3,実買い目_全,10,1-2-4|1-2-3|1-3-2|1-3-4|1-5-2|1-5-4|1-5-3|2-1-4|2-1-5|2-1-3,1-5-3,True,1-5-3,3800,1000,3800,2800,True
2025-12-30,津,4,荒れ傾向。高配当狙いか見送り,C,42,0,両建て推奨,主役軸流し,B,15.27,42.8,5,実買い目_全,12,2-1-4|2-1-3|2-1-5|2-3-1|2-4-1|2-3-4|2-4-3|1-2-4|1-3-4|1-2-5|1-3-5|1-3-2,5-2-6,False,,14740,1200,0,-1200,True
2026-02-26,平和島,2,◎○△フォーメーション（15〜20点）,B,45,0,両建て推奨,主役軸流し,B,10.52,34.0,2,実買い目_全,12,3-4-5|3-5-4|3-4-2|3-2-4|3-4-6|3-2-5|3-5-2|1-3-4|1-3-2|1-4-2|1-4-3|1-2-4,4-3-2,False,,4740,1200,0,-1200,True
2026-02-26,平和島,1,荒れ傾向。高配当狙いか見送り,C,37,0,両建て推奨,荒れ広め,D,8.64,36.4,2,実買い目_全,12,5-1-6|4-1-5|4-1-6|5-6-1|4-5-6|4-5-1|5-1-4|1-2-4|1-3-4|1-2-3|1-2-6|1-3-6,1-3-6,True,1-3-6,2880,1200,2880,1680,True
2025-10-11,浜名湖,3,大荒れ。見送り推奨,D,19,0,両建て推奨,荒れ広め,D,24.55,37.3,3,実買い目_全,12,2-1-3|6-1-3|6-3-1|5-1-3|2-1-4|6-1-4|5-1-6|1-2-5|1-2-3|1-3-2|1-3-5|1-4-2,1-2-5,True,1-2-5,5240,1200,5240,4040,True
2025-10-10,常滑,4,荒れ傾向。高配当狙いか見送り,C,44,0,両建て推奨,主役軸流し,B,15.19,46.0,2,実買い目_全,12,2-1-3|2-1-4|2-1-5|2-3-1|2-3-4|2-3-5|2-4-1|1-2-4|1-2-3|6-1-3|1-3-4|6-1-4,3-1-4,False,,1610,1200,0,-1200,True
2025-10-10,常滑,3,◎-○軸 3着3〜4艇流し（10〜15点）,A,75,0,逃げ狙い,荒れ広め,D,19.17,37.8,3,実買い目_全,12,4-1-5|2-1-4|3-4-6|2-1-5|6-1-2|5-1-2|3-4-5|1-3-4|1-3-2|1-2-3|1-2-4|1-4-3,4-1-2,False,,17020,1200,0,-1200,True
2025-12-09,若松,5,◎1着固定 2-3着流し（5〜8点）,S,87,0,逃げ狙い,逃げ軸流し,A,18.99,24.3,2,実買い目_全,10,1-2-4|1-5-4|1-2-3|1-3-4|1-5-2|1-3-2|1-5-3|3-1-4|3-1-2|3-1-5,1-5-4,True,1-5-4,5090,1000,5090,4090,True
2025-11-13,住之江,8,◎1着固定 2-3着流し（5〜8点）,S,83,0,逃げ狙い,逃げ軸流し,A,15.17,25.7,4,実買い目_全,11,1-3-4|1-4-6|1-3-6|1-2-4|1-4-5|1-2-6|1-3-5|1-2-5|4-1-6|4-1-3|4-1-2,4-1-2,True,4-1-2,2360,1100,2360,1260,True
2025-11-13,住之江,7,◎1着固定 2-3着流し（5〜8点）,S,89,0,逃げ狙い,逃げ軸流し,A,24.38,24.3,2,実買い目_全,10,1-2-5|1-3-5|1-4-5|1-2-4|1-3-2|1-4-2|1-3-4|2-1-5|2-1-4|2-1-3,3-1-2,False,,6100,1000,0,-1000,True
2025-12-09,若松,10,◎1着固定 2-3着流し（5〜8点）,S,97,0,逃げ狙い,逃げ軸流し,A,12.7,23.5,3,実買い目_全,10,1-3-4|1-3-2|1-2-4|1-3-5|1-2-5|1-4-2|1-4-5|3-1-2|3-1-4|3-1-5,2-3-1,False,,6780,1000,0,-1000,True
2025-10-10,常滑,7,◎-○軸 3着3〜4艇流し（10〜15点）,A,65,0,逃げ狙い,逃げ軸流し,A,17.64,32.3,2,実買い目_全,9,1-2-5|1-2-3|1-3-5|1-3-2|1-5-2|1-5-3|3-1-5|3-1-2|4-1-5,2-1-3,False,,2660,900,0,-900,True
2026-02-25,平和島,10,荒れ傾向。高配当狙いか見送り,C,39,0,両建て推奨,逃げ軸流し,A,29.0,29.1,2,実買い目_全,10,1-3-4|1-2-4|1-3-5|1-2-5|1-3-2|1-4-5|1-4-2|5-1-6|6-1-4|6-3-1,3-5-1,False,,26860,1000,0,-1000,True
2026-02-25,平和島,9,◎-○軸 3着3〜4艇流し（10〜15点）,A,61,0,両建て推奨,主役軸流し,B,13.15,31.6,2,実買い目_全,12,4-1-5|4-5-1|4-5-2|4-1-2|4-2-5|4-5-6|4-2-1|1-2-4|4-1-3|1-2-3|1-3-4|1-4-2,1-4-2,True,1-4-2,1240,1200,1240,40,True
2025-12-30,津,8,◎1着固定 2-3着流し（5〜8点）,S,82,0,逃げ狙い,逃げ軸流し,A,18.6,31.7,2,実買い目_全,10,1-3-2|1-3-5|1-2-3|1-2-5|1-4-2|1-4-3|1-4-5|3-1-2|5-1-2|5-2-1,1-3-2,True,1-3-2,550,1000,550,-450,True
2025-10-16,蒲郡,5,◎-○軸 3着3〜4艇流し（10〜15点）,A,69,0,逃げ狙い,逃げ軸流し,A,17.9,27.7,5,実買い目_全,9,1-2-5|1-2-4|1-5-4|1-4-5|1-5-2|1-4-2|2-1-4|3-2-4|5-1-4,3-1-5,False,,4630,900,0,-900,True
2025-10-16,蒲郡,4,◎-○軸 3着3〜4艇流し（10〜15点）,A,70,0,逃げ狙い,逃げ軸流し,A,26.64,26.8,2,実買い目_全,9,1-2-5|1-2-3|1-3-2|1-3-5|1-5-2|1-5-3|2-1-3|2-1-5|2-1-4,1-2-5,True,1-2-5,1180,900,1180,280,True
2025-09-05,丸亀,2,◎○△フォーメーション（15〜20点）,B,53,0,両建て推奨,荒れ広め,D,16.4,31.5,3,実買い目_全,12,2-1-3|4-5-6|2-1-5|2-1-6|3-1-5|2-3-1|4-6-5|1-2-6|1-2-3|1-2-5|1-3-6|1-3-5,5-2-6,False,,36010,1200,0,-1200,True
2025-09-05,丸亀,1,◎○△フォーメーション（15〜20点）,B,56,0,両建て推奨,逃げ軸流し,A,12.11,33.1,3,実買い目_全,10,1-2-4|1-4-5|1-2-5|1-3-4|1-4-3|1-2-3|1-3-5|6-1-4|6-1-3|4-1-3,1-3-5,True,1-3-5,2740,1000,2740,1740,True
2025-09-04,丸亀,12,◎-○軸 3着3〜4艇流し（10〜15点）,A,76,0,逃げ狙い,逃げ軸流し,A,24.48,25.7,2,実買い目_全,10,1-2-5|1-2-6|1-5-2|1-3-5|1-3-2|1-5-6|1-3-6|2-1-5|2-1-4|2-1-3,1-3-4,False,,3250,1000,0,-1000,True
2025-10-10,常滑,6,◎1着固定 2-3着流し（5〜8点）,S,100,0,逃げ狙い,逃げ軸流し,A,10.76,26.8,4,実買い目_全,10,1-2-5|1-2-4|1-3-5|1-3-2|1-5-2|1-3-4|1-5-4|3-1-5|3-1-2|3-1-4,1-2-3,False,,1030,1000,0,-1000,True
2025-10-10,常滑,5,◎1着固定 2-3着流し（5〜8点）,S,86,0,逃げ狙い,逃げ軸流し,A,18.56,25.7,3,実買い目_全,9,1-3-4|1-3-2|1-2-4|1-2-3|1-4-3|1-4-2|3-1-4|3-1-2|3-1-5,3-5-1,False,,5170,900,0,-900,True
2025-10-11,浜名湖,4,◎○△フォーメーション（15〜20点）,B,50,0,両建て推奨,逃げ軸流し,A,20.04,38.6,3,実買い目_全,10,1-2-3|1-3-4|1-3-5|1-2-4|1-2-5|1-4-3|1-4-5|5-1-2|2-1-4|5-2-1,3-6-4,False,,3380,1000,0,-1000,True
2025-12-09,若松,9,◎1着固定 2-3着流し（5〜8点）,S,100,0,逃げ狙い,逃げ軸流し,A,21.52,23.3,2,実買い目_全,10,1-2-3|1-2-4|1-3-4|1-3-2|1-5-3|1-5-4|1-5-2|2-1-4|2-1-3|2-1-5,1-2-3,True,1-2-3,520,1000,520,-480,True
2025-12-09,若松,8,◎1着固定 2-3着流し（5〜8点）,S,85,0,逃げ狙い,逃げ軸流し,A,8.73,27.8,5,実買い目_全,9,1-2-3|1-2-4|1-3-2|1-3-4|1-4-3|1-4-2|2-1-3|2-1-4|2-1-5,2-1-3,True,2-1-3,2580,900,2580,1680,True
2025-11-13,住之江,6,◎-○軸 3着3〜4艇流し（10〜15点）,A,64,0,両建て推奨,逃げ軸流し,A,18.23,33.9,4,実買い目_全,10,1-3-4|1-2-4|1-3-2|1-3-5|1-2-5|1-4-2|1-4-5|4-1-3|4-1-2|4-1-5,1-6-4,False,,5100,1000,0,-1000,True
2025-11-13,住之江,5,◎1着固定 2-3着流し（5〜8点）,S,88,0,逃げ狙い,逃げ軸流し,A,11.69,35.9,2,実買い目_全,10,1-2-3|1-3-2|1-2-6|1-3-6|1-4-2|1-4-3|1-4-6|5-1-6|5-6-1|6-1-3,5-3-4,False,,172030,1000,0,-1000,True
2025-11-13,住之江,4,◎○△フォーメーション（15〜20点）,B,49,0,両建て推奨,主役軸流し,B,15.19,38.5,2,実買い目_全,12,6-1-2|6-1-3|6-2-1|6-1-4|6-3-1|6-2-3|6-3-2|1-2-5|1-2-3|1-3-5|1-3-2|1-5-3,2-5-4,False,,4390,1200,0,-1200,True
2025-12-30,津,7,◎○△フォーメーション（15〜20点）,B,52,0,両建て推奨,逃げ軸流し,A,14.74,28.1,2,実買い目_全,10,1-2-3|1-3-2|1-2-4|1-3-4|1-5-3|1-5-2|1-5-4|5-1-6|6-1-3|2-1-3,1-2-3,True,1-2-3,980,1000,980,-20,True
2026-02-25,平和島,8,◎○△フォーメーション（15〜20点）,B,59,0,両建て推奨,主役軸流し,B,12.02,33.8,2,実買い目_全,12,4-1-5|4-5-1|4-5-6|4-5-2|4-2-5|4-1-6|4-1-2|1-2-4|1-2-5|1-3-4|1-3-5|1-3-2,1-4-6,False,,6710,1200,0,-1200,True
2026-02-25,平和島,7,大荒れ。見送り推奨,D,24,0,両建て推奨,主役軸流し,B,22.3,37.5,2,実買い目_全,12,2-1-4|2-1-5|2-1-3|2-4-1|2-3-1|2-4-5|2-4-3|1-2-6|1-2-4|1-3-2|1-3-6|1-3-4,1-6-4,False,,3470,1200,0,-1200,True
2025-10-16,蒲郡,1,◎-○軸 3着3〜4艇流し（10〜15点）,A,60,0,両建て推奨,逃げ軸流し,A,14.18,38.6,3,実買い目_全,9,1-2-3|1-2-4|1-4-3|1-3-2|1-3-4|1-4-2|6-1-3|2-1-3|2-1-4,2-1-3,True,2-1-3,1720,900,1720,820,True
2025-09-05,丸亀,4,◎○△フォーメーション（15〜20点）,B,53,0,両建て推奨,逃げ軸流し,A,18.69,24.5,3,実買い目_全,10,1-3-4|1-3-6|1-2-3|1-2-4|1-2-6|1-4-3|1-4-6|6-1-3|5-1-6|5-6-1,2-3-1,False,,4210,1000,0,-1000,True
2025-09-05,丸亀,3,◎-○軸 3着3〜4艇流し（10〜15点）,A,69,0,逃げ狙い,逃げ軸流し,A,15.28,25.3,4,実買い目_全,9,1-2-4|1-2-3|1-4-2|1-3-4|1-4-3|1-3-2|2-1-4|2-1-5|2-1-3,1-4-6,False,,4850,900,0,-900,True
2025-10-16,蒲郡,6,◎1着固定 2-3着流し（5〜8点）,S,82,0,逃げ狙い,逃げ軸流し,A,19.48,31.7,2,実買い目_全,10,1-3-5|1-3-2|1-4-5|1-4-3|1-5-3|1-4-2|1-5-2|3-1-5|3-1-2|3-1-4,1-3-5,True,1-3-5,540,1000,540,-460,True
2026-02-25,平和島,11,荒れ傾向。高配当狙いか見送り,C,40,0,両建て推奨,逃げ軸流し,A,26.57,25.4,2,実買い目_全,10,1-3-4|1-2-4|1-3-5|1-2-5|1-2-3|1-4-5|1-4-3|4-1-3|4-1-2|4-1-5,5-1-4,False,,40840,1000,0,-1000,True
